xdm_path,xdm_title,xdm_type,cja_id,cja_name,cja_type
productListItems._experience.analytics.event101to200.event118.value,,number,,,
productListItems._experience.analytics.event101to200.event119.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event119.value,,number,,,
productListItems._experience.analytics.event101to200.event120.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event120.value,,number,,,
productListItems._experience.analytics.event101to200.event121.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event121.value,,number,,,
productListItems._experience.analytics.event101to200.event122.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event122.value,,number,,,
productListItems._experience.analytics.event101to200.event123.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event123.value,,number,,,
productListItems._experience.analytics.event101to200.event124.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event124.value,,number,,,
productListItems._experience.analytics.event101to200.event125.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event125.value,,number,,,
productListItems._experience.analytics.event101to200.event126.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event126.value,,number,,,
productListItems._experience.analytics.event101to200.event127.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event127.value,,number,,,
productListItems._experience.analytics.event101to200.event128.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event128.value,,number,,,
productListItems._experience.analytics.event101to200.event129.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event129.value,,number,,,
productListItems._experience.analytics.event101to200.event130.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event130.value,,number,,,
productListItems._experience.analytics.event101to200.event131.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event131.value,,number,,,
productListItems._experience.analytics.event101to200.event132.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event132.value,,number,,,
productListItems._experience.analytics.event101to200.event133.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event133.value,,number,,,
productListItems._experience.analytics.event101to200.event134.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event134.value,,number,,,
productListItems._experience.analytics.event101to200.event135.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event135.value,,number,,,
productListItems._experience.analytics.event101to200.event136.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event136.value,,number,,,
productListItems._experience.analytics.event101to200.event137.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event137.value,,number,,,
productListItems._experience.analytics.event101to200.event138.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event138.value,,number,,,
productListItems._experience.analytics.event101to200.event139.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event139.value,,number,,,
productListItems._experience.analytics.event101to200.event140.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event140.value,,number,,,
productListItems._experience.analytics.event101to200.event141.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event141.value,,number,,,
productListItems._experience.analytics.event101to200.event142.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event142.value,,number,,,
productListItems._experience.analytics.event101to200.event143.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event143.value,,number,,,
productListItems._experience.analytics.event101to200.event144.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event144.value,,number,,,
productListItems._experience.analytics.event101to200.event145.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event145.value,,number,,,
productListItems._experience.analytics.event101to200.event146.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event146.value,,number,,,
productListItems._experience.analytics.event101to200.event147.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event147.value,,number,,,
productListItems._experience.analytics.event101to200.event148.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event148.value,,number,,,
productListItems._experience.analytics.event101to200.event149.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event149.value,,number,,,
productListItems._experience.analytics.event101to200.event150.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event150.value,,number,,,
productListItems._experience.analytics.event101to200.event151.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event151.value,,number,,,
productListItems._experience.analytics.event101to200.event152.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event152.value,,number,,,
productListItems._experience.analytics.event101to200.event153.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event153.value,,number,,,
productListItems._experience.analytics.event101to200.event154.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event154.value,,number,,,
productListItems._experience.analytics.event101to200.event155.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event155.value,,number,,,
productListItems._experience.analytics.event101to200.event156.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event156.value,,number,,,
productListItems._experience.analytics.event101to200.event157.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event157.value,,number,,,
productListItems._experience.analytics.event101to200.event158.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event158.value,,number,,,
productListItems._experience.analytics.event101to200.event159.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event159.value,,number,,,
productListItems._experience.analytics.event101to200.event160.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event160.value,,number,,,
productListItems._experience.analytics.event101to200.event161.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event161.value,,number,,,
productListItems._experience.analytics.event101to200.event162.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event162.value,,number,,,
productListItems._experience.analytics.event101to200.event163.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event163.value,,number,,,
productListItems._experience.analytics.event101to200.event164.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event164.value,,number,,,
productListItems._experience.analytics.event101to200.event165.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event165.value,,number,,,
productListItems._experience.analytics.event101to200.event166.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event166.value,,number,,,
productListItems._experience.analytics.event101to200.event167.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event167.value,,number,,,
productListItems._experience.analytics.event101to200.event168.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event168.value,,number,,,
productListItems._experience.analytics.event101to200.event169.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event169.value,,number,,,
productListItems._experience.analytics.event101to200.event170.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event170.value,,number,,,
productListItems._experience.analytics.event101to200.event171.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event171.value,,number,,,
productListItems._experience.analytics.event101to200.event172.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event172.value,,number,,,
productListItems._experience.analytics.event101to200.event173.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event173.value,,number,,,
productListItems._experience.analytics.event101to200.event174.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event174.value,,number,,,
productListItems._experience.analytics.event101to200.event175.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event175.value,,number,,,
productListItems._experience.analytics.event101to200.event176.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event176.value,,number,,,
productListItems._experience.analytics.event101to200.event177.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event177.value,,number,,,
productListItems._experience.analytics.event101to200.event178.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event178.value,,number,,,
productListItems._experience.analytics.event101to200.event179.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event179.value,,number,,,
productListItems._experience.analytics.event101to200.event180.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event180.value,,number,,,
productListItems._experience.analytics.event101to200.event181.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event181.value,,number,,,
productListItems._experience.analytics.event101to200.event182.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event182.value,,number,,,
productListItems._experience.analytics.event101to200.event183.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event183.value,,number,,,
productListItems._experience.analytics.event101to200.event184.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event184.value,,number,,,
productListItems._experience.analytics.event101to200.event185.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event185.value,,number,,,
productListItems._experience.analytics.event101to200.event186.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event186.value,,number,,,
productListItems._experience.analytics.event101to200.event187.id,Unique Identifier,string,,,
productListItems._experience.analytics.event101to200.event187.value,,number,,,
productListItems._experience.analytics.event101to200.event188.id,Unique Identifier,string,,,
